state_name,district_name,market_name
Madhya Pradesh,Guna,Raghogarh APMC
Madhya Pradesh,Sagar,Rahatgarh APMC
Chattisgarh,Raipur,Raipur APMC
Madhya Pradesh,Raisen,Raisen APMC
Rajasthan,Anupgarh,Raisingh Nagar APMC
Chattisgarh,Balrampur,Rajpur APMC
Chattisgarh,Balrampur,Ramanujganj APMC
Rajasthan,Kota,Ramganjmandi APMC
Madhya Pradesh,West Chambaran,Ramnagar APMC
Rajasthan,Pali,Rani APMC
Madhya Pradesh,Shivpuri,Rannod APMC
Gujarat,Kachchh,Rapar APMC
Maharashtra,Jalgaon,Raver APMC
Rajasthan,Anupgarh,Rawla APMC
Madhya Pradesh,Sehore,Rehati APMC
Madhya Pradesh,Sagar,Rehli APMC
Madhya Pradesh,Rewa,Rewa APMC
Rajasthan,Ganganagar,Ridmalsar APMC
Madhya Pradesh,Morena,Sabalgarh APMC
Punjab,Faridkot,Sadiq APMC
Rajasthan,Ganganagar,Sadulshahar APMC
Bihar,Samastipur,Saidpurhat APMC
Chattisgarh,Bemetara,Saja APMC
Rajasthan,Jaipur Rural,Sambhar (Kishangarh renwal) APMC
Gujarat,Patan,Sami APMC
Rajasthan,Baran,Samraniyan APMC
Gujarat,Ahmedabad,Sanad APMC
Madhya Pradesh,Khargone,Sanawad APMC
Punjab,Bhatinda,Sangat APMC
Madhya Pradesh,Indore,Sanwer APMC
Chattisgarh,Raigarh,Sarangarh APMC
Madhya Pradesh,Satna,Satna APMC
Maharashtra,Nagpur,Savner APMC
Rajasthan,Swai Madhopur,Sawai Madhopur APMC
Madhya Pradesh,Khargone,Segaon APMC
Madhya Pradesh,Jabalpur,Sehora APMC
Madhya Pradesh,Hoshangabad,Semriharchand APMC
Madhya Pradesh,Seoni,Seoni APMC
Madhya Pradesh,Datia,Sevda APMC
Madhya Pradesh,Ashoknagar,Shadora APMC
Uttar Pradesh,Kurukshetra,Shahabad APMC
Maharashtra,Nandurbar,Shahada APMC
Madhya Pradesh,Sagar,Shahagarh APMC
Madhya Pradesh,Shehdol,Shahdol APMC
Madhya Pradesh,Jabalpur,Shahpura Bhitoni (F&V) APMC
Madhya Pradesh,Jabalpur,Shahpura(Jabalpur) APMC
Madhya Pradesh,Vidisha,Shamshabad APMC
Maharashtra,Buldhana,Shegaon APMC
Bihar,Sheikhpura,Shekhpura APMC
Madhya Pradesh,Sheopur,Sheopurbadod APMC
Madhya Pradesh,Sheopur,Sheopurkalan APMC
Maharashtra,Ahmednagar,Shevgaon(Bodhegaon) APMC
Maharashtra,Ahmednagar,Shrirampur(Belapur) APMC
Madhya Pradesh,Sehore,Shyampur APMC
Madhya Pradesh,Sidhi,Sidhi APMC
Punjab,Ludhiana,Sidhwan Bet APMC
Maharashtra,Chattrapati Sambhajinagar,Sillod APMC
Maharashtra,Chattrapati Sambhajinagar,Sillod(Bharadi) APMC
Madhya Pradesh,Raisen,Silvani APMC
Madhya Pradesh,Panna,Simariya APMC
Maharashtra,Wardha,Sindi APMC
Maharashtra,Wardha,Sindi(Selu) APMC
Maharashtra,Buldhana,Sindkhed Raja APMC
Madhya Pradesh,Singroli,Singroli APMC
Madhya Pradesh,Harda,Sirali APMC
Madhya Pradesh,Vidisha,Sironj APMC
Chattisgarh,Surguja,Sitapur APMC
Rajasthan,Ganganagar,Sri Karanpur APMC
Rajasthan,Anupgarh,Sri Vijayanagar APMC
Rajasthan,Ganganagar,Sriganganagar (Grain) APMC
Punjab,Sangrur,Sulargharat APMC
Rajasthan,Bundi,Sumerganj APMC
Rajasthan,Pali,Sumerpur APMC
Chattisgarh,Surajpur,Surajpur APMC
Madhya Pradesh,Shajapur,Susner APMC
Madhya Pradesh,Rajgarh,Suthalia APMC
Madhya Pradesh,Mandsaur,Suvasra APMC
Madhya Pradesh,Ratlam,Taal APMC
Maharashtra,Parbhani,Tadkalas APMC
Chattisgarh,Bilaspur,Takhatpur APMC
Punjab,Ferozpur,Talwandi Bhai APMC
Punjab,Ferozpur,Talwandi Bhai(Mudki) APMC
Punjab,Barnala,Tapa(Tapa Mandi) APMC
Madhya Pradesh,Ujjain,Tarana APMC
Gujarat,Anand,Tarapur APMC
Maharashtra,Sangli,Tasgaon APMC
Maharashtra,Akola,Telhara APMC
Madhya Pradesh,Narsinghpur,Tendukheda APMC
Madhya Pradesh,Jhabua,Thandla APMC
Rajasthan,Khairthal Tijara,Tijara APMC
Madhya Pradesh,Harda,Timarni APMC
Rajasthan,Tonk,Tonk APMC
Maharashtra,Dharashiv(Usmanabad),Tuljapur APMC
Haryana,Jind,Uchana APMC
Madhya Pradesh,Raisen,Udaipura APMC
Maharashtra,Dharashiv(Usmanabad),Umarga APMC
Madhya Pradesh,Umariya,Umariya APMC
Maharashtra,Yavatmal,Umarked(Danki) APMC
Gujarat,Anand,Umreth APMC
Madhya Pradesh,Ujjain,Unhel APMC
Rajasthan,Tonk,Uniyara APMC
Maharashtra,Satara,Vaduj APMC
Maharashtra,Beed,Vadvani APMC
Madhya Pradesh,Balaghat,Varaseoni APMC
Madhya Pradesh,Vidisha,Vidisha APMC
Gujarat,Mehsana,Vijapur(Gojjariya) APMC
Gujarat,Mehsana,Vijapur(Kukarvada) APMC
Madhya Pradesh,Sheopur,Vijaypur APMC
Gujarat,Ahmedabad,Viramgam APMC
Gujarat,Mehsana,Visnagar APMC
Maharashtra,Wardha,Wardha APMC
Maharashtra,Vashim,Washim APMC
Maharashtra,Vashim,Washim(Ansing) APMC
Telangana,Medak,Zaheerabad APMC
Gujarat,Dahod,Zalod(Sanjeli) APMC
Gujarat,Dahod,Zalod(Zalod) APMC
